id,clientId,claimType,claimAmount,submissionDate,claimStatus,claimProbability,fraudLikelihoodScore,isFraudFlagged,supportingDocuments
CL0901,C414,Debt Collection,44836.86,2023-12-06,Pending,3,20,False,"['CL0901_1_doc.pdf', 'CL0901_2_doc.pdf', 'CL0901_3_doc.pdf']"
CL0902,C414,Medical Malpractice,7471.6,2023-12-31,Rejected,33,98,False,['CL0902_1_doc.pdf']
CL0903,C414,Commercial Dispute,20205.07,2023-12-25,Pending,46,94,False,[]
CL0904,C414,Debt Collection,12879.98,2023-10-28,Pending,36,33,False,"['CL0904_1_doc.pdf', 'CL0904_2_doc.pdf']"
CL0905,C415,Family Law,23675.36,2023-09-29,Rejected,91,21,False,[]
CL0906,C415,Personal Injury,34281.45,2024-01-05,Rejected,63,80,False,"['CL0906_1_doc.pdf', 'CL0906_2_doc.pdf']"
CL0907,C415,Employment Dispute,40772.11,2024-04-06,Approved,78,46,False,[]
CL0908,C416,Personal Injury,40493.24,2023-11-01,Pending,63,39,False,"['CL0908_1_doc.pdf', 'CL0908_2_doc.pdf']"
CL0909,C416,Commercial Dispute,15543.21,2024-05-25,Pending,82,34,False,[]
CL0910,C417,Personal Injury,18752.65,2024-04-15,Pending,18,29,False,"['CL0910_1_doc.pdf', 'CL0910_2_doc.pdf', 'CL0910_3_doc.pdf']"
CL0911,C419,Property Damage,40069.36,2023-11-20,Pending,53,52,False,[]
CL0912,C419,Debt Collection,36568.88,2023-06-25,Approved,85,46,False,[]
CL0913,C419,Medical Malpractice,44144.94,2024-04-23,Rejected,72,22,False,"['CL0913_1_doc.pdf', 'CL0913_2_doc.pdf']"
CL0914,C420,Medical Malpractice,19851.04,2024-01-25,Approved,16,60,False,"['CL0914_1_doc.pdf', 'CL0914_2_doc.pdf']"
CL0915,C420,Employment Dispute,9394.37,2023-08-04,Rejected,18,94,False,['CL0915_1_doc.pdf']
CL0916,C420,Medical Malpractice,34254.53,2023-06-18,Approved,30,59,False,[]
CL0917,C421,Medical Malpractice,21644.85,2024-03-23,Pending,5,99,False,['CL0917_1_doc.pdf']
CL0918,C423,Employment Dispute,21620.29,2024-01-20,Rejected,22,9,False,"['CL0918_1_doc.pdf', 'CL0918_2_doc.pdf', 'CL0918_3_doc.pdf']"
CL0919,C423,Medical Malpractice,25401.44,2023-06-29,Approved,88,45,False,[]
CL0920,C425,Personal Injury,15499.89,2023-08-17,Rejected,47,37,False,[]
CL0921,C425,Commercial Dispute,19114.35,2024-04-22,Rejected,41,25,False,"['CL0921_1_doc.pdf', 'CL0921_2_doc.pdf', 'CL0921_3_doc.pdf']"
CL0922,C426,Medical Malpractice,7102.67,2024-05-10,Pending,68,45,False,"['CL0922_1_doc.pdf', 'CL0922_2_doc.pdf']"
CL0923,C427,Debt Collection,16190.7,2023-12-11,Approved,88,84,False,"['CL0923_1_doc.pdf', 'CL0923_2_doc.pdf']"
CL0924,C427,Employment Dispute,31019.7,2023-10-10,Pending,95,61,True,"['CL0924_1_doc.pdf', 'CL0924_2_doc.pdf', 'CL0924_3_doc.pdf']"
CL0925,C428,Employment Dispute,28629.22,2024-03-11,Pending,83,68,False,['CL0925_1_doc.pdf']
CL0926,C428,Motor Vehicle Accident,13558.89,2023-11-23,Pending,99,60,False,"['CL0926_1_doc.pdf', 'CL0926_2_doc.pdf']"
CL0927,C428,Personal Injury,27096.4,2024-01-19,Pending,87,82,False,[]
CL0928,C428,Property Damage,31529.68,2024-02-10,Rejected,72,14,False,[]
CL0929,C429,Family Law,48374.18,2024-01-18,Pending,78,31,True,[]
CL0930,C429,Family Law,45467.32,2023-09-07,Approved,38,25,False,"['CL0930_1_doc.pdf', 'CL0930_2_doc.pdf', 'CL0930_3_doc.pdf']"
CL0931,C429,Commercial Dispute,36319.88,2024-01-28,Approved,45,94,False,"['CL0931_1_doc.pdf', 'CL0931_2_doc.pdf']"
CL0932,C429,Employment Dispute,25724.89,2023-12-29,Rejected,45,97,False,"['CL0932_1_doc.pdf', 'CL0932_2_doc.pdf', 'CL0932_3_doc.pdf']"
CL0933,C430,Debt Collection,35717.52,2024-04-08,Rejected,80,41,False,"['CL0933_1_doc.pdf', 'CL0933_2_doc.pdf']"
CL0934,C430,Employment Dispute,41129.12,2023-07-07,Approved,65,98,False,[]
CL0935,C430,Commercial Dispute,378.69,2023-11-09,Approved,54,51,False,[]
CL0936,C431,Property Damage,18144.08,2024-04-29,Approved,38,4,False,[]
CL0937,C431,Motor Vehicle Accident,14679.05,2024-02-19,Approved,87,54,False,"['CL0937_1_doc.pdf', 'CL0937_2_doc.pdf', 'CL0937_3_doc.pdf']"
CL0938,C431,Property Damage,46317.96,2023-08-12,Pending,41,37,True,"['CL0938_1_doc.pdf', 'CL0938_2_doc.pdf', 'CL0938_3_doc.pdf']"
CL0939,C431,Family Law,842.73,2024-01-30,Approved,93,70,False,"['CL0939_1_doc.pdf', 'CL0939_2_doc.pdf', 'CL0939_3_doc.pdf']"
CL0940,C432,Property Damage,47561.17,2023-10-09,Pending,98,12,False,['CL0940_1_doc.pdf']
CL0941,C432,Personal Injury,18208.63,2023-09-06,Pending,37,88,False,[]
CL0942,C432,Debt Collection,33246.14,2024-03-23,Pending,59,89,False,"['CL0942_1_doc.pdf', 'CL0942_2_doc.pdf']"
CL0943,C433,Commercial Dispute,35844.18,2024-02-09,Pending,53,75,False,[]
CL0944,C433,Property Damage,24153.27,2024-01-10,Approved,96,79,False,"['CL0944_1_doc.pdf', 'CL0944_2_doc.pdf']"
CL0945,C433,Commercial Dispute,19667.44,2024-05-18,Pending,61,18,True,[]
CL0946,C434,Employment Dispute,13300.35,2023-06-07,Pending,99,73,False,"['CL0946_1_doc.pdf', 'CL0946_2_doc.pdf']"
CL0947,C436,Property Damage,22349.69,2023-07-27,Rejected,28,4,False,['CL0947_1_doc.pdf']
CL0948,C436,Personal Injury,1381.01,2024-05-08,Rejected,6,33,False,['CL0948_1_doc.pdf']
CL0949,C436,Family Law,32953.31,2024-04-27,Rejected,92,80,False,['CL0949_1_doc.pdf']
CL0950,C436,Commercial Dispute,23082.56,2024-03-26,Approved,23,33,False,[]
CL0951,C437,Personal Injury,1060.33,2024-03-08,Rejected,21,75,False,"['CL0951_1_doc.pdf', 'CL0951_2_doc.pdf']"
CL0952,C438,Commercial Dispute,4752.02,2023-08-18,Pending,9,25,False,[]
CL0953,C439,Employment Dispute,25991.48,2024-03-01,Rejected,2,27,False,['CL0953_1_doc.pdf']
CL0954,C440,Property Damage,39125.28,2024-02-05,Pending,24,38,False,"['CL0954_1_doc.pdf', 'CL0954_2_doc.pdf', 'CL0954_3_doc.pdf']"
CL0955,C440,Family Law,45549.64,2023-10-10,Approved,0,2,False,"['CL0955_1_doc.pdf', 'CL0955_2_doc.pdf', 'CL0955_3_doc.pdf']"
CL0956,C441,Motor Vehicle Accident,12431.61,2023-06-06,Approved,98,3,False,"['CL0956_1_doc.pdf', 'CL0956_2_doc.pdf']"
CL0957,C441,Personal Injury,20167.97,2023-09-02,Rejected,83,66,False,"['CL0957_1_doc.pdf', 'CL0957_2_doc.pdf', 'CL0957_3_doc.pdf']"
CL0958,C441,Property Damage,43130.52,2024-01-14,Rejected,83,36,False,"['CL0958_1_doc.pdf', 'CL0958_2_doc.pdf', 'CL0958_3_doc.pdf']"
CL0959,C441,Family Law,41814.0,2023-10-26,Pending,9,99,False,['CL0959_1_doc.pdf']
CL0960,C442,Debt Collection,5070.06,2023-10-24,Pending,97,88,False,"['CL0960_1_doc.pdf', 'CL0960_2_doc.pdf']"
CL0961,C443,Personal Injury,47843.4,2024-02-23,Rejected,55,67,True,"['CL0961_1_doc.pdf', 'CL0961_2_doc.pdf', 'CL0961_3_doc.pdf']"
CL0962,C445,Debt Collection,13994.1,2023-08-10,Rejected,97,9,True,"['CL0962_1_doc.pdf', 'CL0962_2_doc.pdf']"
CL0963,C445,Property Damage,14384.21,2023-11-04,Rejected,66,62,False,[]
CL0964,C445,Commercial Dispute,40614.02,2023-11-20,Pending,80,13,False,"['CL0964_1_doc.pdf', 'CL0964_2_doc.pdf', 'CL0964_3_doc.pdf']"
CL0965,C446,Employment Dispute,1193.17,2024-02-03,Rejected,84,31,False,"['CL0965_1_doc.pdf', 'CL0965_2_doc.pdf']"
CL0966,C446,Medical Malpractice,6689.05,2024-02-20,Pending,70,15,False,[]
CL0967,C446,Family Law,22132.58,2024-02-07,Rejected,3,30,False,"['CL0967_1_doc.pdf', 'CL0967_2_doc.pdf']"
CL0968,C447,Motor Vehicle Accident,43893.68,2024-05-25,Approved,4,72,False,"['CL0968_1_doc.pdf', 'CL0968_2_doc.pdf']"
CL0969,C448,Debt Collection,30176.36,2024-05-17,Rejected,46,34,False,"['CL0969_1_doc.pdf', 'CL0969_2_doc.pdf']"
CL0970,C449,Commercial Dispute,18432.21,2024-05-21,Approved,32,35,False,"['CL0970_1_doc.pdf', 'CL0970_2_doc.pdf', 'CL0970_3_doc.pdf']"
CL0971,C450,Employment Dispute,26193.0,2023-12-12,Pending,67,88,False,[]
CL0972,C450,Motor Vehicle Accident,21885.07,2023-08-08,Approved,87,36,False,[]
CL0973,C450,Property Damage,44125.1,2024-02-26,Approved,15,13,False,[]
CL0974,C451,Debt Collection,2789.56,2024-01-02,Approved,83,41,False,[]
CL0975,C451,Debt Collection,15905.71,2024-04-15,Pending,37,85,False,[]
CL0976,C451,Medical Malpractice,34426.29,2024-03-14,Pending,76,60,False,"['CL0976_1_doc.pdf', 'CL0976_2_doc.pdf', 'CL0976_3_doc.pdf']"
CL0977,C452,Property Damage,4454.09,2024-02-16,Approved,51,46,False,"['CL0977_1_doc.pdf', 'CL0977_2_doc.pdf', 'CL0977_3_doc.pdf']"
CL0978,C452,Employment Dispute,7548.77,2024-04-15,Rejected,15,89,False,"['CL0978_1_doc.pdf', 'CL0978_2_doc.pdf']"
CL0979,C452,Employment Dispute,42537.6,2023-11-19,Approved,16,57,False,[]
CL0980,C453,Personal Injury,4022.25,2024-04-17,Approved,76,93,False,['CL0980_1_doc.pdf']
CL0981,C453,Debt Collection,16729.85,2024-04-13,Pending,22,29,False,[]
CL0982,C454,Employment Dispute,29265.97,2024-01-11,Pending,1,75,False,[]
CL0983,C455,Debt Collection,46825.47,2023-11-10,Rejected,99,12,False,"['CL0983_1_doc.pdf', 'CL0983_2_doc.pdf']"
CL0984,C455,Employment Dispute,24223.82,2023-07-30,Approved,45,84,False,"['CL0984_1_doc.pdf', 'CL0984_2_doc.pdf']"
CL0985,C455,Family Law,10441.61,2024-03-08,Approved,79,98,False,"['CL0985_1_doc.pdf', 'CL0985_2_doc.pdf', 'CL0985_3_doc.pdf']"
CL0986,C456,Employment Dispute,39442.24,2023-11-30,Pending,100,76,False,"['CL0986_1_doc.pdf', 'CL0986_2_doc.pdf']"
CL0987,C456,Commercial Dispute,39416.67,2023-06-01,Approved,96,22,False,['CL0987_1_doc.pdf']
CL0988,C456,Employment Dispute,48424.93,2023-11-30,Approved,60,13,False,[]
CL0989,C457,Medical Malpractice,4197.99,2024-03-23,Pending,16,77,False,"['CL0989_1_doc.pdf', 'CL0989_2_doc.pdf', 'CL0989_3_doc.pdf']"
CL0990,C457,Motor Vehicle Accident,47981.95,2024-01-16,Approved,53,34,True,"['CL0990_1_doc.pdf', 'CL0990_2_doc.pdf']"
CL0991,C457,Employment Dispute,43440.22,2023-12-28,Rejected,32,64,False,[]
CL0992,C459,Family Law,25805.15,2023-06-28,Approved,86,56,False,"['CL0992_1_doc.pdf', 'CL0992_2_doc.pdf']"
CL0993,C459,Employment Dispute,18823.84,2024-05-30,Rejected,82,57,False,[]
CL0994,C459,Motor Vehicle Accident,22810.3,2023-06-25,Approved,71,47,False,"['CL0994_1_doc.pdf', 'CL0994_2_doc.pdf', 'CL0994_3_doc.pdf']"
CL0995,C459,Motor Vehicle Accident,6333.7,2023-07-17,Approved,11,12,False,[]
CL0996,C460,Debt Collection,24701.18,2023-12-19,Rejected,61,25,True,"['CL0996_1_doc.pdf', 'CL0996_2_doc.pdf']"
CL0997,C460,Commercial Dispute,32049.24,2023-08-02,Approved,60,6,False,[]
CL0998,C460,Commercial Dispute,27462.95,2024-02-28,Pending,61,90,False,['CL0998_1_doc.pdf']
CL0999,C463,Commercial Dispute,11130.26,2023-10-23,Rejected,28,22,False,"['CL0999_1_doc.pdf', 'CL0999_2_doc.pdf', 'CL0999_3_doc.pdf']"
CL1000,C463,Motor Vehicle Accident,31849.44,2023-07-23,Pending,23,24,False,[]
CL1001,C463,Medical Malpractice,45337.24,2023-06-19,Approved,59,29,False,"['CL1001_1_doc.pdf', 'CL1001_2_doc.pdf']"
CL1002,C463,Commercial Dispute,33069.27,2023-08-26,Approved,36,35,False,[]
CL1003,C464,Family Law,117.08,2023-10-14,Approved,20,46,False,[]
CL1004,C464,Family Law,49192.36,2023-06-19,Rejected,36,53,False,['CL1004_1_doc.pdf']
CL1005,C464,Personal Injury,29208.36,2024-02-23,Pending,48,29,False,"['CL1005_1_doc.pdf', 'CL1005_2_doc.pdf']"
CL1006,C465,Debt Collection,49774.27,2023-11-01,Pending,19,87,False,"['CL1006_1_doc.pdf', 'CL1006_2_doc.pdf']"
CL1007,C466,Family Law,17054.43,2023-11-20,Rejected,61,2,False,['CL1007_1_doc.pdf']
CL1008,C466,Debt Collection,49947.83,2023-08-29,Rejected,24,4,False,[]
CL1009,C467,Debt Collection,11588.12,2023-07-16,Pending,99,24,False,[]
CL1010,C467,Medical Malpractice,26925.98,2024-05-02,Pending,38,58,False,['CL1010_1_doc.pdf']
CL1011,C468,Motor Vehicle Accident,40974.0,2024-01-20,Approved,45,54,False,"['CL1011_1_doc.pdf', 'CL1011_2_doc.pdf']"
CL1012,C468,Employment Dispute,23200.72,2023-07-18,Pending,28,65,False,"['CL1012_1_doc.pdf', 'CL1012_2_doc.pdf']"
CL1013,C468,Medical Malpractice,49254.23,2024-05-12,Rejected,26,57,False,"['CL1013_1_doc.pdf', 'CL1013_2_doc.pdf', 'CL1013_3_doc.pdf']"
CL1014,C468,Debt Collection,17841.06,2023-11-03,Approved,63,14,False,"['CL1014_1_doc.pdf', 'CL1014_2_doc.pdf']"
CL1015,C470,Debt Collection,18371.49,2023-09-09,Rejected,20,44,False,"['CL1015_1_doc.pdf', 'CL1015_2_doc.pdf']"
CL1016,C470,Personal Injury,3754.24,2023-11-09,Pending,31,23,False,"['CL1016_1_doc.pdf', 'CL1016_2_doc.pdf']"
CL1017,C470,Personal Injury,38517.32,2023-11-27,Pending,29,41,False,[]
CL1018,C470,Medical Malpractice,16394.03,2023-12-29,Approved,81,75,False,['CL1018_1_doc.pdf']
CL1019,C471,Employment Dispute,43913.28,2023-09-25,Rejected,61,39,False,"['CL1019_1_doc.pdf', 'CL1019_2_doc.pdf']"
CL1020,C471,Personal Injury,37535.57,2024-04-08,Pending,92,94,False,[]
CL1021,C471,Personal Injury,31953.98,2024-05-27,Approved,20,45,False,['CL1021_1_doc.pdf']
CL1022,C472,Commercial Dispute,25904.71,2024-05-23,Pending,77,63,True,"['CL1022_1_doc.pdf', 'CL1022_2_doc.pdf', 'CL1022_3_doc.pdf']"
CL1023,C473,Debt Collection,41690.25,2024-02-02,Rejected,61,40,False,['CL1023_1_doc.pdf']
CL1024,C473,Property Damage,45793.69,2023-09-01,Pending,79,13,False,['CL1024_1_doc.pdf']
CL1025,C473,Commercial Dispute,16779.08,2023-07-17,Pending,45,22,False,[]
CL1026,C473,Property Damage,27112.69,2023-09-28,Rejected,35,52,False,[]
CL1027,C474,Personal Injury,31647.3,2023-09-08,Approved,28,76,False,['CL1027_1_doc.pdf']
CL1028,C474,Commercial Dispute,43401.68,2024-02-10,Rejected,31,94,False,[]
CL1029,C475,Medical Malpractice,8192.24,2023-07-20,Rejected,94,78,False,"['CL1029_1_doc.pdf', 'CL1029_2_doc.pdf']"
CL1030,C475,Commercial Dispute,20063.31,2023-08-23,Rejected,100,56,False,"['CL1030_1_doc.pdf', 'CL1030_2_doc.pdf']"
CL1031,C476,Personal Injury,19148.93,2023-10-26,Pending,91,13,False,"['CL1031_1_doc.pdf', 'CL1031_2_doc.pdf', 'CL1031_3_doc.pdf']"
CL1032,C477,Employment Dispute,27489.36,2024-04-15,Approved,70,69,False,"['CL1032_1_doc.pdf', 'CL1032_2_doc.pdf', 'CL1032_3_doc.pdf']"
CL1033,C477,Family Law,40804.65,2023-10-06,Rejected,90,90,False,"['CL1033_1_doc.pdf', 'CL1033_2_doc.pdf', 'CL1033_3_doc.pdf']"
CL1034,C477,Commercial Dispute,34792.88,2023-06-07,Pending,22,5,False,[]
CL1035,C477,Personal Injury,45039.31,2024-04-26,Pending,48,74,False,"['CL1035_1_doc.pdf', 'CL1035_2_doc.pdf']"
CL1036,C478,Commercial Dispute,19440.61,2023-08-29,Pending,37,1,False,"['CL1036_1_doc.pdf', 'CL1036_2_doc.pdf']"
CL1037,C479,Debt Collection,41504.19,2024-04-07,Pending,68,45,False,"['CL1037_1_doc.pdf', 'CL1037_2_doc.pdf', 'CL1037_3_doc.pdf']"
CL1038,C479,Family Law,37407.08,2023-12-13,Approved,50,73,False,['CL1038_1_doc.pdf']
CL1039,C479,Motor Vehicle Accident,5504.92,2023-12-23,Pending,40,16,False,"['CL1039_1_doc.pdf', 'CL1039_2_doc.pdf', 'CL1039_3_doc.pdf']"
CL1040,C479,Debt Collection,18486.54,2023-12-30,Rejected,26,47,False,"['CL1040_1_doc.pdf', 'CL1040_2_doc.pdf', 'CL1040_3_doc.pdf']"
CL1041,C480,Family Law,49221.4,2024-03-21,Pending,36,5,False,"['CL1041_1_doc.pdf', 'CL1041_2_doc.pdf']"
CL1042,C481,Medical Malpractice,6905.72,2024-05-18,Pending,75,37,False,"['CL1042_1_doc.pdf', 'CL1042_2_doc.pdf']"
CL1043,C482,Motor Vehicle Accident,27426.21,2024-04-05,Pending,4,78,False,"['CL1043_1_doc.pdf', 'CL1043_2_doc.pdf']"
CL1044,C483,Medical Malpractice,34053.31,2023-12-24,Approved,16,87,False,[]
CL1045,C484,Commercial Dispute,23852.9,2023-06-30,Approved,68,86,False,['CL1045_1_doc.pdf']
CL1046,C484,Motor Vehicle Accident,6736.31,2024-01-09,Approved,52,97,False,['CL1046_1_doc.pdf']
CL1047,C484,Debt Collection,38166.29,2024-04-04,Pending,56,16,False,"['CL1047_1_doc.pdf', 'CL1047_2_doc.pdf']"
CL1048,C486,Commercial Dispute,12580.65,2024-05-16,Approved,64,11,False,"['CL1048_1_doc.pdf', 'CL1048_2_doc.pdf']"
CL1049,C486,Personal Injury,18453.74,2023-08-04,Approved,63,85,False,['CL1049_1_doc.pdf']
CL1050,C486,Debt Collection,8684.18,2024-03-14,Rejected,78,62,False,[]
CL1051,C486,Employment Dispute,13087.82,2024-03-31,Pending,82,54,False,"['CL1051_1_doc.pdf', 'CL1051_2_doc.pdf', 'CL1051_3_doc.pdf']"
CL1052,C488,Employment Dispute,7674.18,2024-05-31,Approved,87,62,True,[]
CL1053,C489,Medical Malpractice,9149.06,2024-01-31,Approved,60,36,False,[]
CL1054,C489,Debt Collection,4232.55,2024-04-04,Pending,44,74,False,"['CL1054_1_doc.pdf', 'CL1054_2_doc.pdf']"
CL1055,C489,Medical Malpractice,45268.9,2023-11-22,Rejected,53,51,False,"['CL1055_1_doc.pdf', 'CL1055_2_doc.pdf', 'CL1055_3_doc.pdf']"
CL1056,C489,Personal Injury,10753.19,2024-04-02,Pending,70,16,False,"['CL1056_1_doc.pdf', 'CL1056_2_doc.pdf', 'CL1056_3_doc.pdf']"
CL1057,C490,Personal Injury,12761.68,2023-06-14,Rejected,63,18,False,"['CL1057_1_doc.pdf', 'CL1057_2_doc.pdf']"
CL1058,C491,Family Law,22349.62,2023-10-06,Approved,75,92,False,['CL1058_1_doc.pdf']
CL1059,C491,Debt Collection,35541.67,2023-10-06,Pending,11,17,True,"['CL1059_1_doc.pdf', 'CL1059_2_doc.pdf', 'CL1059_3_doc.pdf']"
CL1060,C491,Debt Collection,31267.53,2023-07-11,Pending,12,74,False,"['CL1060_1_doc.pdf', 'CL1060_2_doc.pdf']"
CL1061,C492,Family Law,18636.12,2024-03-09,Pending,31,22,False,"['CL1061_1_doc.pdf', 'CL1061_2_doc.pdf']"
CL1062,C493,Medical Malpractice,27091.46,2024-01-01,Approved,98,90,False,['CL1062_1_doc.pdf']
CL1063,C494,Employment Dispute,43915.08,2023-09-03,Rejected,56,60,True,[]
CL1064,C497,Debt Collection,3666.84,2023-09-11,Rejected,93,70,False,"['CL1064_1_doc.pdf', 'CL1064_2_doc.pdf']"
CL1065,C497,Employment Dispute,29132.45,2023-06-09,Pending,21,60,False,[]
CL1066,C497,Property Damage,16298.59,2023-09-26,Rejected,70,38,False,"['CL1066_1_doc.pdf', 'CL1066_2_doc.pdf']"
CL1067,C499,Commercial Dispute,15973.98,2023-08-22,Pending,24,25,False,"['CL1067_1_doc.pdf', 'CL1067_2_doc.pdf']"
CL1068,C499,Personal Injury,8328.4,2023-06-24,Pending,94,26,False,"['CL1068_1_doc.pdf', 'CL1068_2_doc.pdf', 'CL1068_3_doc.pdf']"
CL1069,C500,Employment Dispute,15269.71,2024-01-21,Rejected,94,78,False,[]
CL1070,C500,Medical Malpractice,45020.59,2023-07-11,Pending,72,85,False,"['CL1070_1_doc.pdf', 'CL1070_2_doc.pdf', 'CL1070_3_doc.pdf']"
